1.489208250004684210e+09,8.595271316252906857e+00,1.792788096792256525e+01,1.085710684298538276e+01,8.731858965878915413e+00
1.489208250288780928e+09,8.646493855893265135e+00,1.788083334187755469e+01,1.084306824658039226e+01,8.721816381924123007e+00
1.489208250573313475e+09,8.670597672594432481e+00,1.797893236541035478e+01,1.082401570582748107e+01,8.693696624566559450e+00
1.489208250857842445e+09,8.661558808898083939e+00,1.790485769281621486e+01,1.085209307000267032e+01,8.717799320929566775e+00
1.489208251136041164e+09,8.670597672594432481e+00,1.794690015016520945e+01,1.089521110396673365e+01,8.712777972610112442e+00
1.489208251404761076e+09,8.646493855893265135e+00,1.795090418335522386e+01,1.087615906466984406e+01,8.717799320929566775e+00
1.489208251688893080e+09,8.665576091639838552e+00,1.800295645164982616e+01,1.084306824658039226e+01,8.721816381924123007e+00
1.489208251973133802e+09,8.632433028990146084e+00,1.794189510614751271e+01,1.083404338185887106e+01,8.703739483693201606e+00
1.489208252257104874e+09,8.665576091639838552e+00,1.797492834478068247e+01,1.087114533984345144e+01,8.712777972610112442e+00
1.489208252535324097e+09,8.623393821460318520e+00,1.793689005931630120e+01,1.086212060327079953e+01,8.726837686126629023e+00
1.489208252804023266e+09,8.581209763197726659e+00,1.793689005931630120e+01,1.086212060327079953e+01,8.740897207952968984e+00
1.489208253088400364e+09,8.642476496930726171e+00,1.795590922231453135e+01,1.083404338185887106e+01,8.721816381924123007e+00
1.489208253372620583e+09,8.637454775569016974e+00,1.792287591320098272e+01,1.083404338185887106e+01,8.717799320929566775e+00
1.489208253656929731e+09,8.651515531974730777e+00,1.792287591320098272e+01,1.086212060327079953e+01,8.679636455520473248e+00
1.489208253935231924e+09,8.614354531826514005e+00,1.791887186739165472e+01,1.089922203645746457e+01,8.656537182961788091e+00
1.489208254219365358e+09,8.656537182961788091e+00,1.792788096792256525e+01,1.088117277686555262e+01,8.703739483693201606e+00
1.489208254488362074e+09,8.642476496930726171e+00,1.795590922231453135e+01,1.084808204246262164e+01,8.656537182961788091e+00
1.489208254772819281e+09,8.684657966782571847e+00,1.796091425846691081e+01,1.082401570582748107e+01,8.693696624566559450e+00
1.489208255057082653e+09,8.703739483693201606e+00,1.794690015016520945e+01,1.082902955024133185e+01,8.661558808898083939e+00
